locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJIGEHEJ_01877	CDS	615				hypothetical protein
IJIGEHEJ_01878	CDS	336				hypothetical protein
IJIGEHEJ_01879	CDS	363				hypothetical protein
IJIGEHEJ_01880	CDS	660				hypothetical protein
IJIGEHEJ_01881	CDS	1143				hypothetical protein
IJIGEHEJ_01882	CDS	1122	wclR	2.4.1.343		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase
IJIGEHEJ_01883	CDS	981				hypothetical protein
IJIGEHEJ_01884	CDS	1314				hypothetical protein
IJIGEHEJ_01885	CDS	1065				hypothetical protein
IJIGEHEJ_01886	CDS	1392				hypothetical protein
IJIGEHEJ_01887	CDS	924				hypothetical protein
IJIGEHEJ_01888	CDS	117				hypothetical protein
IJIGEHEJ_01889	CDS	1959	lacS_2		COG2190	Lactose permease
IJIGEHEJ_01890	CDS	1029		5.1.3.21	COG2017	Maltose epimerase
IJIGEHEJ_01891	CDS	996	ganR_3		COG1609	HTH-type transcriptional regulator GanR
IJIGEHEJ_01892	CDS	1023	gpr_2	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
IJIGEHEJ_01893	CDS	369			COG3576	FMN-binding protein
IJIGEHEJ_01894	CDS	2292	thi4	2.4.2.59		Thiamine thiazole synthase
IJIGEHEJ_01895	CDS	957	apbE_3	2.7.1.180	COG1477	FAD:protein FMN transferase
IJIGEHEJ_01896	CDS	759	aroD_1	4.2.1.10	COG0710	3-dehydroquinate dehydratase
IJIGEHEJ_01897	CDS	885	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IJIGEHEJ_01898	CDS	930	gltC_2		COG0583	Transcriptional dual regulator GltC
IJIGEHEJ_01899	CDS	1242	ydiM_1		COG0738	Inner membrane transport protein YdiM
IJIGEHEJ_01900	CDS	885	aroE_3	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IJIGEHEJ_01901	CDS	885	aroE_4	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IJIGEHEJ_01902	CDS	840	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
IJIGEHEJ_01903	CDS	852		4.2.1.118		3-dehydroshikimate dehydratase
IJIGEHEJ_01904	CDS	906	gltC_3		COG0583	Transcriptional dual regulator GltC
IJIGEHEJ_01905	CDS	1224	ydiM_2		COG0738	Inner membrane transport protein YdiM
IJIGEHEJ_01906	CDS	372				hypothetical protein
IJIGEHEJ_01907	CDS	792				hypothetical protein
IJIGEHEJ_01908	CDS	732				hypothetical protein
IJIGEHEJ_01909	CDS	1338	licC_3		COG1455	Lichenan permease IIC component
IJIGEHEJ_01910	CDS	1044	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
IJIGEHEJ_01911	CDS	909				hypothetical protein
IJIGEHEJ_01912	CDS	1089	mupG_2	3.2.1.-		6-phospho-N-acetylmuramidase
IJIGEHEJ_01913	CDS	1461	bglH_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
IJIGEHEJ_01914	CDS	1875	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
IJIGEHEJ_01915	CDS	846	licT_2		COG3711	Transcription antiterminator LicT
IJIGEHEJ_01916	CDS	990	bglH_4	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
IJIGEHEJ_01917	tRNA	74				tRNA-Gln(ttg)
IJIGEHEJ_01918	CDS	459				hypothetical protein
IJIGEHEJ_01919	CDS	318				hypothetical protein
IJIGEHEJ_01920	CDS	336				hypothetical protein
IJIGEHEJ_01921	CDS	843				hypothetical protein
IJIGEHEJ_01922	CDS	1107	ybiR		COG1055	Inner membrane protein YbiR
IJIGEHEJ_01923	CDS	822				hypothetical protein
IJIGEHEJ_01924	CDS	792	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
IJIGEHEJ_01925	CDS	1137	nagA	3.5.1.25		N-acetylglucosamine-6-phosphate deacetylase
IJIGEHEJ_01926	CDS	702	nagR		COG2188	HTH-type transcriptional repressor NagR
IJIGEHEJ_01927	CDS	738	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
IJIGEHEJ_01928	CDS	1479	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
IJIGEHEJ_01929	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
IJIGEHEJ_01930	CDS	2676		7.2.2.10		Calcium-transporting ATPase 1
IJIGEHEJ_01931	CDS	435				hypothetical protein
IJIGEHEJ_01932	CDS	2172	yhgF		COG2183	Protein YhgF
IJIGEHEJ_01933	CDS	447				Protein SprT-like protein
IJIGEHEJ_01934	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
IJIGEHEJ_01935	CDS	876	thrB	2.7.1.39	COG0083	Homoserine kinase
IJIGEHEJ_01936	tRNA	86				tRNA-Leu(aag)
IJIGEHEJ_01937	CDS	819				hypothetical protein
IJIGEHEJ_01938	CDS	975	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
IJIGEHEJ_01939	CDS	807	sorA			PTS system sorbose-specific EIIC component
IJIGEHEJ_01940	CDS	933	manZ		COG3716	PTS system mannose-specific EIID component
IJIGEHEJ_01941	CDS	387				hypothetical protein
IJIGEHEJ_01942	CDS	2850	norR			Anaerobic nitric oxide reductase transcription regulator NorR
IJIGEHEJ_01943	CDS	420	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
IJIGEHEJ_01944	CDS	519	manX_3	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
IJIGEHEJ_01945	CDS	972	fabH_2	2.3.1.180		Beta-ketoacyl-[acyl-carrier-protein] synthase III
IJIGEHEJ_01946	CDS	402				hypothetical protein
IJIGEHEJ_01947	CDS	1323	accC_2	6.3.4.14		Biotin carboxylase
IJIGEHEJ_01948	CDS	804	accD_2	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IJIGEHEJ_01949	CDS	774	accA_2	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IJIGEHEJ_01950	CDS	1194	tagU_3	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IJIGEHEJ_01951	CDS	963				hypothetical protein
IJIGEHEJ_01952	CDS	1026				hypothetical protein
IJIGEHEJ_01953	CDS	678	gpmA_4	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
IJIGEHEJ_01954	CDS	627				hypothetical protein
IJIGEHEJ_01955	CDS	1332	pepC	3.4.22.40		Aminopeptidase C
IJIGEHEJ_01956	CDS	684	rpiA_1	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
IJIGEHEJ_01957	CDS	297	yjdJ		COG2388	putative protein YjdJ
IJIGEHEJ_01958	CDS	537	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
IJIGEHEJ_01959	CDS	231				hypothetical protein
IJIGEHEJ_01960	CDS	108				hypothetical protein
IJIGEHEJ_01961	CDS	180				hypothetical protein
IJIGEHEJ_01962	CDS	705				hypothetical protein
IJIGEHEJ_01963	CDS	282	pinR_1	3.1.22.-	COG1961	Serine recombinase PinR
IJIGEHEJ_01964	CDS	375	gcvH_2			Glycine cleavage system H protein
IJIGEHEJ_01965	CDS	918				hypothetical protein
IJIGEHEJ_01966	CDS	717				hypothetical protein
IJIGEHEJ_01967	CDS	2370	dinG_2	3.1.-.-		3'-5' exonuclease DinG
IJIGEHEJ_01968	CDS	366				hypothetical protein
IJIGEHEJ_01969	CDS	1197	ackA_3	2.7.2.1	COG0282	Acetate kinase
IJIGEHEJ_01970	CDS	444	elaA_1		COG2153	Protein ElaA
IJIGEHEJ_01971	CDS	423				hypothetical protein
IJIGEHEJ_01972	CDS	1203		1.6.5.9	COG1252	Type II NADH:quinone oxidoreductase
IJIGEHEJ_01973	CDS	270				hypothetical protein
IJIGEHEJ_01974	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
IJIGEHEJ_01975	CDS	816	potC		COG1177	Spermidine/putrescine transport system permease protein PotC
IJIGEHEJ_01976	CDS	834	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
IJIGEHEJ_01977	CDS	1098	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
IJIGEHEJ_01978	CDS	543				hypothetical protein
IJIGEHEJ_01979	CDS	468				hypothetical protein
IJIGEHEJ_01980	CDS	486				hypothetical protein
IJIGEHEJ_01981	CDS	528				hypothetical protein
IJIGEHEJ_01982	CDS	186				hypothetical protein
IJIGEHEJ_01983	CDS	354	ytrA_2		COG1725	HTH-type transcriptional repressor YtrA
IJIGEHEJ_01984	CDS	894	ytrB_3		COG1131	ABC transporter ATP-binding protein YtrB
IJIGEHEJ_01985	CDS	1014				hypothetical protein
IJIGEHEJ_01986	CDS	1368	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
IJIGEHEJ_01987	CDS	864	fba	4.1.2.13		Fructose-bisphosphate aldolase
IJIGEHEJ_01988	CDS	225				hypothetical protein
IJIGEHEJ_01989	CDS	1317	xylP_2			Isoprimeverose transporter
IJIGEHEJ_01990	CDS	903	qmcA		COG0330	Protein QmcA
IJIGEHEJ_01991	CDS	201				hypothetical protein
IJIGEHEJ_01992	CDS	1413	pepDA_3	3.4.13.19	COG4690	Dipeptidase A
IJIGEHEJ_01993	CDS	246				hypothetical protein
IJIGEHEJ_01994	CDS	567	bioY		COG1268	Biotin transporter BioY
IJIGEHEJ_01995	CDS	972	birA_1	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
IJIGEHEJ_01996	CDS	315				hypothetical protein
IJIGEHEJ_01997	CDS	1230	mtnE	2.6.1.117	COG0436	L-glutamine--4-(methylsulfanyl)-2-oxobutanoate aminotransferase
IJIGEHEJ_01998	CDS	1167				hypothetical protein
IJIGEHEJ_01999	CDS	816	tagG		COG1682	Teichoic acid translocation permease protein TagG
IJIGEHEJ_02000	CDS	1092	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IJIGEHEJ_02001	CDS	273				hypothetical protein
IJIGEHEJ_02002	CDS	543				hypothetical protein
IJIGEHEJ_02003	CDS	1446	ribZ_5		COG2814	Riboflavin transporter RibZ
IJIGEHEJ_02004	CDS	1317	amtB		COG0004	Ammonium transporter AmtB
IJIGEHEJ_02005	CDS	960		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
IJIGEHEJ_02006	CDS	270				hypothetical protein
IJIGEHEJ_02007	CDS	564				hypothetical protein
IJIGEHEJ_02008	CDS	669	rpiA_2	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
IJIGEHEJ_02009	CDS	1506	mco_2	1.-.-.-		Multicopper oxidase mco
IJIGEHEJ_02010	CDS	369				hypothetical protein
IJIGEHEJ_02011	CDS	510				hypothetical protein
IJIGEHEJ_02012	CDS	1197				hypothetical protein
IJIGEHEJ_02013	CDS	471				hypothetical protein
IJIGEHEJ_02014	CDS	456				hypothetical protein
IJIGEHEJ_02015	CDS	573	accB_2		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
IJIGEHEJ_02016	CDS	921	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
IJIGEHEJ_02017	CDS	912	kdsr_2	1.1.1.102	COG4221	3-ketodihydrosphingosine reductase
IJIGEHEJ_02018	CDS	645	mroQ	3.4.-.-		Membrane-embedded CAAX protease MroQ
IJIGEHEJ_02019	CDS	285	groES			Co-chaperonin GroES
IJIGEHEJ_02020	CDS	1626	groEL	5.6.1.7	COG0459	Chaperonin GroEL
IJIGEHEJ_02021	CDS	1836	kimA		COG0531	Potassium transporter KimA
IJIGEHEJ_02022	CDS	1098	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
IJIGEHEJ_02023	CDS	903	pstS1_1		COG0226	Phosphate-binding protein PstS 1
IJIGEHEJ_02024	CDS	648	yigZ		COG1739	IMPACT family member YigZ
IJIGEHEJ_02025	CDS	1353	comFA	3.6.4.-	COG4098	Competence protein ComFA
IJIGEHEJ_02026	CDS	675	comFC		COG1040	Competence protein ComFC
IJIGEHEJ_02027	CDS	567	hpf			Ribosome hibernation promotion factor
IJIGEHEJ_02028	CDS	2364	secA	7.4.2.8	COG0653	Protein translocase subunit SecA
IJIGEHEJ_02029	CDS	1074	prfB		COG1186	Peptide chain release factor 2
IJIGEHEJ_02030	CDS	1176	minJ		COG0265	Cell division topological determinant MinJ
IJIGEHEJ_02031	CDS	723	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
IJIGEHEJ_02032	CDS	1431	rcsC	2.7.13.3		Sensor histidine kinase RcsC
IJIGEHEJ_02033	CDS	876	pstS1_2		COG0226	Phosphate-binding protein PstS 1
IJIGEHEJ_02034	CDS	930	pstC1		COG0573	Phosphate transport system permease protein PstC 1
IJIGEHEJ_02035	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
IJIGEHEJ_02036	CDS	810	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
IJIGEHEJ_02037	CDS	756	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
IJIGEHEJ_02038	CDS	675	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
IJIGEHEJ_02039	CDS	312				hypothetical protein
IJIGEHEJ_02040	CDS	366				hypothetical protein
IJIGEHEJ_02041	CDS	1011	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
IJIGEHEJ_02042	CDS	849	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IJIGEHEJ_02043	CDS	1017	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
IJIGEHEJ_02044	CDS	921	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
IJIGEHEJ_02045	CDS	681				hypothetical protein
IJIGEHEJ_02046	CDS	1413	nox_4	1.6.3.4	COG0446	NADH oxidase
IJIGEHEJ_02047	CDS	939	trxB	1.8.1.9	COG0492	Thioredoxin reductase
IJIGEHEJ_02048	CDS	633				hypothetical protein
IJIGEHEJ_02049	CDS	453				hypothetical protein
IJIGEHEJ_02050	CDS	1728	pgcA	5.4.2.2	COG1109	Phosphoglucomutase
IJIGEHEJ_02051	CDS	711				hypothetical protein
IJIGEHEJ_02052	CDS	1380	nox_5	1.6.3.4	COG0446	NADH oxidase
IJIGEHEJ_02053	CDS	558	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
IJIGEHEJ_02054	CDS	1197	norA			Quinolone resistance protein NorA
IJIGEHEJ_02055	CDS	648	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
IJIGEHEJ_02056	CDS	2004	uvrB		COG0556	UvrABC system protein B
IJIGEHEJ_02057	CDS	2856	uvrA_3			UvrABC system protein A
IJIGEHEJ_02058	CDS	477	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
IJIGEHEJ_02059	CDS	1236	argG	6.3.4.5	COG0137	Argininosuccinate synthase
IJIGEHEJ_02060	CDS	1404	argH	4.3.2.1	COG0165	Argininosuccinate lyase
IJIGEHEJ_02061	CDS	537				hypothetical protein
IJIGEHEJ_02062	CDS	885	yvcJ		COG1660	Nucleotide-binding protein YvcJ
IJIGEHEJ_02063	CDS	1002			COG0391	Putative gluconeogenesis factor
IJIGEHEJ_02064	CDS	933	whiA		COG1481	putative cell division protein WhiA
IJIGEHEJ_02065	CDS	1653	dppA_5		COG4166	Dipeptide-binding protein
IJIGEHEJ_02066	CDS	975		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
IJIGEHEJ_02067	CDS	591	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
IJIGEHEJ_02068	tRNA	72				tRNA-Arg(ccg)
IJIGEHEJ_02069	CDS	1338	sigL		COG1508	RNA polymerase sigma-54 factor
IJIGEHEJ_02070	CDS	1032	cggR		COG2390	Central glycolytic genes regulator
IJIGEHEJ_02071	CDS	1023	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
IJIGEHEJ_02072	CDS	1203	pgk	2.7.2.3		Phosphoglycerate kinase
IJIGEHEJ_02073	CDS	759	tpiA	5.3.1.1		Triosephosphate isomerase
IJIGEHEJ_02074	CDS	1329	eno1	4.2.1.11	COG0148	Enolase 1
IJIGEHEJ_02075	CDS	876				hypothetical protein
IJIGEHEJ_02076	CDS	1554	clcA			H(+)/Cl(-) exchange transporter ClcA
IJIGEHEJ_02077	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
IJIGEHEJ_02078	CDS	747	est	3.1.1.1		Carboxylesterase
IJIGEHEJ_02079	CDS	2415	rnr	3.1.13.1	COG0557	Ribonuclease R
IJIGEHEJ_02080	CDS	471	smpB		COG0691	SsrA-binding protein
IJIGEHEJ_02081	CDS	132				hypothetical protein
IJIGEHEJ_02082	CDS	633	bin3_2			Putative transposon Tn552 DNA-invertase bin3
IJIGEHEJ_02083	CDS	903				hypothetical protein
IJIGEHEJ_02084	CDS	345	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
IJIGEHEJ_02085	CDS	264				hypothetical protein
IJIGEHEJ_02086	tRNA	73				tRNA-Glu(ttc)
IJIGEHEJ_02087	tRNA	76				tRNA-Val(tac)
IJIGEHEJ_02088	tRNA	75				tRNA-Phe(gaa)
IJIGEHEJ_02089	tRNA	77				tRNA-Asp(gtc)
IJIGEHEJ_02090	tRNA	75				tRNA-Phe(gaa)
IJIGEHEJ_02091	tRNA	71				tRNA-Gly(tcc)
IJIGEHEJ_02092	tRNA	71				tRNA-Ile(gat)
IJIGEHEJ_02093	CDS	234				hypothetical protein
IJIGEHEJ_02094	CDS	1533				hypothetical protein
IJIGEHEJ_02095	CDS	768	soj_6	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
IJIGEHEJ_02096	CDS	354				hypothetical protein
IJIGEHEJ_02097	CDS	204				hypothetical protein
IJIGEHEJ_02098	CDS	159				hypothetical protein
IJIGEHEJ_02099	CDS	1557				hypothetical protein
IJIGEHEJ_02100	CDS	1092				hypothetical protein
IJIGEHEJ_02101	CDS	1284	codB		COG1457	Cytosine permease
IJIGEHEJ_02102	CDS	1548				hypothetical protein
IJIGEHEJ_02103	CDS	132				hypothetical protein
IJIGEHEJ_02104	CDS	249				hypothetical protein
IJIGEHEJ_02105	CDS	1491	iolT		COG2814	Major myo-inositol transporter IolT
IJIGEHEJ_02106	CDS	1017	yxaB	2.-.-.-	COG5039	General stress protein 30
IJIGEHEJ_02107	CDS	1167	ydhP_1		COG2814	Inner membrane transport protein YdhP
IJIGEHEJ_02108	CDS	1416	yflS_4		COG0471	Putative malate transporter YflS
IJIGEHEJ_02109	CDS	888	cysL_2		COG0583	HTH-type transcriptional regulator CysL
IJIGEHEJ_02110	CDS	426				hypothetical protein
IJIGEHEJ_02111	CDS	426	arsC_2	1.20.4.4	COG0394	Arsenate reductase
IJIGEHEJ_02112	CDS	861	cla-dh	1.1.1.-		CLA biosynthesis dehydrogenase/reductase
IJIGEHEJ_02113	CDS	846	cla-dc	5.3.3.-		CLA biosynthesis isomerase
IJIGEHEJ_02114	CDS	654	cla-er_2	1.3.1.-		CLA biosynthesis enone reductase
IJIGEHEJ_02115	CDS	1536				hypothetical protein
IJIGEHEJ_02116	CDS	672	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
IJIGEHEJ_02117	CDS	1017	yxeI_2	3.5.1.11	COG3049	Penicillin V acylase
IJIGEHEJ_02118	CDS	1344				hypothetical protein
IJIGEHEJ_02119	CDS	747	ptpB_1	3.1.3.-	COG2365	Triple specificity protein phosphatase PtpB
IJIGEHEJ_02120	CDS	1437	hpaH	1.14.14.8	COG2368	Anthranilate 3-monooxygenase oxygenase component
IJIGEHEJ_02121	CDS	450				hypothetical protein
IJIGEHEJ_02122	CDS	669	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
IJIGEHEJ_02123	CDS	921				hypothetical protein
IJIGEHEJ_02124	CDS	648	azoR1	1.6.5.-	COG1182	FMN-dependent NADH:quinone oxidoreductase 1
IJIGEHEJ_02125	CDS	2019	tetO			Tetracycline resistance protein TetO
IJIGEHEJ_02126	CDS	276				hypothetical protein
IJIGEHEJ_02127	CDS	372				hypothetical protein
IJIGEHEJ_02128	CDS	894				hypothetical protein
IJIGEHEJ_02129	CDS	492	mshD_1	2.3.1.189		Mycothiol acetyltransferase
IJIGEHEJ_02130	CDS	675	hchA	3.5.1.124		Protein/nucleic acid deglycase HchA
IJIGEHEJ_02131	CDS	1005	ppsC	2.3.1.292		Phenolphthiocerol/phthiocerol polyketide synthase subunit C
IJIGEHEJ_02132	CDS	309				hypothetical protein
IJIGEHEJ_02133	CDS	1335	mepA_2			Multidrug export protein MepA
IJIGEHEJ_02134	CDS	870				hypothetical protein
IJIGEHEJ_02135	CDS	414				hypothetical protein
IJIGEHEJ_02136	CDS	1530				hypothetical protein
IJIGEHEJ_02137	CDS	459				hypothetical protein
IJIGEHEJ_02138	CDS	375				hypothetical protein
IJIGEHEJ_02139	CDS	618				hypothetical protein
IJIGEHEJ_02140	CDS	1170				hypothetical protein
IJIGEHEJ_02141	CDS	303				hypothetical protein
IJIGEHEJ_02142	CDS	219				hypothetical protein
IJIGEHEJ_02143	CDS	369				hypothetical protein
IJIGEHEJ_02144	CDS	618				hypothetical protein
IJIGEHEJ_02145	CDS	1158				hypothetical protein
IJIGEHEJ_02146	CDS	303				hypothetical protein
IJIGEHEJ_02147	CDS	1503	tarM	2.4.1.70		Poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase
IJIGEHEJ_02148	CDS	4488				hypothetical protein
IJIGEHEJ_02149	CDS	264				hypothetical protein
IJIGEHEJ_02150	CDS	402				hypothetical protein
IJIGEHEJ_02151	CDS	312				hypothetical protein
IJIGEHEJ_02152	CDS	618	bin3_3			Putative transposon Tn552 DNA-invertase bin3
IJIGEHEJ_02153	CDS	2595				hypothetical protein
IJIGEHEJ_02154	CDS	438				hypothetical protein
IJIGEHEJ_02155	CDS	1437	mltF_2			Membrane-bound lytic murein transglycosylase F
IJIGEHEJ_02156	CDS	735	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
IJIGEHEJ_02157	CDS	564				hypothetical protein
IJIGEHEJ_02158	CDS	870	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
IJIGEHEJ_02159	CDS	693	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
IJIGEHEJ_02160	CDS	978	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
IJIGEHEJ_02161	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IJIGEHEJ_02162	CDS	516	mshD_2	2.3.1.189		Mycothiol acetyltransferase
IJIGEHEJ_02163	CDS	537	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
IJIGEHEJ_02164	CDS	765	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
IJIGEHEJ_02165	CDS	903	yceM	1.-.-.-		Putative oxidoreductase YceM
IJIGEHEJ_02166	CDS	909	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
IJIGEHEJ_02167	CDS	2130	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
IJIGEHEJ_02168	CDS	513				hypothetical protein
IJIGEHEJ_02169	CDS	666				hypothetical protein
IJIGEHEJ_02170	CDS	843	dacA_2	2.7.7.85	COG1624	Diadenylate cyclase
IJIGEHEJ_02171	CDS	978	cdaR		COG4856	CdaA regulatory protein CdaR
IJIGEHEJ_02172	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
IJIGEHEJ_02173	CDS	1818	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IJIGEHEJ_02174	CDS	666				hypothetical protein
IJIGEHEJ_02175	CDS	816	ybiV_2	3.1.3.23	COG0561	Sugar phosphatase YbiV
IJIGEHEJ_02176	CDS	588				hypothetical protein
IJIGEHEJ_02177	CDS	1050	mro	5.1.3.3		Aldose 1-epimerase
IJIGEHEJ_02178	CDS	309				hypothetical protein
IJIGEHEJ_02179	CDS	426				hypothetical protein
IJIGEHEJ_02180	CDS	753	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
IJIGEHEJ_02181	CDS	651				hypothetical protein
IJIGEHEJ_02182	CDS	528				hypothetical protein
IJIGEHEJ_02183	CDS	585	bin3_4			Putative transposon Tn552 DNA-invertase bin3
IJIGEHEJ_02184	CDS	582	bin3_5			Putative transposon Tn552 DNA-invertase bin3
IJIGEHEJ_02185	CDS	342				hypothetical protein
IJIGEHEJ_02186	CDS	504	hmpT		COG4720	Thiamine precursor transporter HmpT
IJIGEHEJ_02187	CDS	1257	tyrS	6.1.1.1		Tyrosine--tRNA ligase
IJIGEHEJ_02188	CDS	666				hypothetical protein
IJIGEHEJ_02189	CDS	1302				hypothetical protein
IJIGEHEJ_02190	CDS	771				hypothetical protein
IJIGEHEJ_02191	CDS	504				hypothetical protein
IJIGEHEJ_02192	CDS	144				hypothetical protein
IJIGEHEJ_02193	CDS	132				hypothetical protein
IJIGEHEJ_02194	CDS	132				hypothetical protein
IJIGEHEJ_02195	CDS	132				hypothetical protein
IJIGEHEJ_02196	CDS	441				hypothetical protein
IJIGEHEJ_02197	CDS	1728				hypothetical protein
IJIGEHEJ_02198	CDS	1728				hypothetical protein
IJIGEHEJ_02199	CDS	1038	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
IJIGEHEJ_02200	CDS	456	rimI_3	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
IJIGEHEJ_02201	CDS	546	rimI_4	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
IJIGEHEJ_02202	CDS	726	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
IJIGEHEJ_02203	CDS	1053				hypothetical protein
IJIGEHEJ_02204	CDS	771	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IJIGEHEJ_02205	CDS	804				hypothetical protein
IJIGEHEJ_02206	CDS	855				hypothetical protein
IJIGEHEJ_02207	CDS	798	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
IJIGEHEJ_02208	CDS	1101	phnW	2.6.1.37		2-aminoethylphosphonate--pyruvate transaminase
IJIGEHEJ_02209	CDS	996	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
IJIGEHEJ_02210	CDS	786				hypothetical protein
IJIGEHEJ_02211	CDS	897	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
IJIGEHEJ_02212	CDS	348	yabA		COG4467	Replication initiation control protein YabA
IJIGEHEJ_02213	CDS	1020	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
IJIGEHEJ_02214	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
IJIGEHEJ_02215	CDS	666	tmk	2.7.4.9	COG0125	Thymidylate kinase
IJIGEHEJ_02216	CDS	252				hypothetical protein
IJIGEHEJ_02217	CDS	600	recR		COG0353	Recombination protein RecR
IJIGEHEJ_02218	CDS	309				Nucleoid-associated protein
IJIGEHEJ_02219	CDS	1698	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
IJIGEHEJ_02220	CDS	507	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
